As,Argmax_Model_Trees,Argmax_True_Trees,Argmax_Model_Mask,Argmax_True_Mask,Argmax_Model_Accuracy,Argmax_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Upwards_Model_Trees,Upwards_True_Trees,Upwards_Model_Mask,Upwards_True_Mask,Upwards_Model_Accuracy,Upwards_True_Accuracy,altUpwards_Model_Trees,altUpwards_True_Trees,altUpwards_Model_Mask,altUpwards_True_Mask,altUpwards_Model_Accuracy,altUpwards_True_Accuracy,Argmax_Model_Uniques,Argmax_Model_Valids_Uniques,Argmax_Model_Valids,Argmax_Model_Unique_Counts,Argmax_Model_Valid_Unique_Counts,Argmax_Model_Valid_Counts,Argmax_True_Uniques,Argmax_True_Valids_Uniques,Argmax_True_Valids,Argmax_True_Unique_Counts,Argmax_True_Valid_Unique_Counts,Argmax_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Upwards_Model_Uniques,Upwards_Model_Valids_Uniques,Upwards_Model_Valids,Upwards_Model_Unique_Counts,Upwards_Model_Valid_Unique_Counts,Upwards_Model_Valid_Counts,Upwards_True_Uniques,Upwards_True_Valids_Uniques,Upwards_True_Valids,Upwards_True_Unique_Counts,Upwards_True_Valid_Unique_Counts,Upwards_True_Valid_Counts,altUpwards_Model_Uniques,altUpwards_Model_Valids_Uniques,altUpwards_Model_Valids,altUpwards_Model_Unique_Counts,altUpwards_Model_Valid_Unique_Counts,altUpwards_Model_Valid_Counts,altUpwards_True_Uniques,altUpwards_True_Valids_Uniques,altUpwards_True_Valids,altUpwards_True_Unique_Counts,altUpwards_True_Valid_Unique_Counts,altUpwards_True_Valid_Counts
[1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0],[0 0 2 1 0],[0 0 2 1 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(4), np.int64(3), np.int64(2), np.int64(0)]","[np.int64(4), np.int64(3), np.int64(4), np.int64(3), np.int64(2)]",False,False,0.0,0.0,[0 0 2 4 0],[0 0 2 1 0],True,True,0.875,0.75,[0. 0. 2. 1. 0.],[0. 0. 2. 1. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[1 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 1 1],[0 3 0 2 3],[0 3 0 2 3],True,True,0.9375,0.890625,"[np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(4)]","[np.int64(3), np.int64(4), np.int64(3), np.int64(0), np.int64(1)]",False,False,0.0,0.0,[0 3 0 2 3],[0 3 0 2 3],True,True,0.875,0.75,[0. 3. 0. 2. 3.],[0. 3. 0. 2. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.84,3,1,21,0.04,1.0,1.0,1,1,25
[1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1],[0 0 1 1 0],[0 0 1 2 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(3), np.int64(3), np.int64(3), np.int64(4)]","[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(3)]",False,False,0.0,0.0,[0 0 1 1 0],[0 0 1 2 0],True,True,0.875,0.75,[0. 2. 1. 2. 1.],[0. 0. 1. 1. 0.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.48,0.4166666666666667,0.68,12,5,17,0.16,1.0,1.0,4,4,25,0.48,0.4166666666666667,0.68,12,5,17,0.16,1.0,1.0,4,4,25
[1 0 1 1 1 0 0 0 1 1 1 1 1 0 0 1 0 1 1 1 0 0 0 1 0],[0 2 3 0 0],[0 2 0 4 1],True,True,0.9375,0.890625,"[np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(2)]","[np.int64(3), np.int64(4), np.int64(3), np.int64(2), np.int64(4)]",False,False,0.0,0.0,[0 2 0 0 1],[0 2 3 4 1],True,False,0.875,0.75,[0. 2. 3. 1. 1.],[0. 2. 0. 0. 1.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,0.5714285714285714,0.56,14,8,14,0.52,0.6153846153846154,0.6,13,8,15,0.6,0.6,0.64,15,9,16,0.48,0.5,0.52,12,6,13
[1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0],[0 0 2 1 0],[0 0 2 1 0],True,True,0.9375,0.890625,"[np.int64(0), np.int64(0), np.int64(4), np.int64(1), np.int64(0)]","[np.int64(4), np.int64(1), np.int64(2), np.int64(0), np.int64(2)]",False,False,0.0,0.0,[0 0 2 4 0],[0 0 2 1 0],True,True,0.875,0.75,[0. 0. 2. 1. 0.],[0. 0. 2. 1. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[0 1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 0],[0 0 1 2 0],[0 0 1 2 3],True,True,0.9375,0.890625,"[np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(2)]","[np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(2)]",False,False,0.0,0.0,[0 0 4 2 0],[0 3 1 2 3],True,False,0.875,0.75,[0. 0. 4. 2. 3.],[0. 3. 1. 2. 0.],False,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.28,0.5714285714285714,0.84,7,4,21,0.32,0.5,0.44,8,4,11,0.2,0.8,0.96,5,4,24,0.28,0.42857142857142855,0.36,7,3,9
[1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0],[0 1 0 4 0],[0 1 4 4 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(3), np.int64(3), np.int64(1), np.int64(0)]","[np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(4)]",False,False,0.0,0.0,[0 1 0 4 0],[0 1 0 4 0],True,True,0.875,0.75,[0. 1. 0. 4. 0.],[0. 1. 0. 4. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.12,0.6666666666666666,0.96,3,2,24,0.08,1.0,1.0,2,2,25
[0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0],[0 1 4 4 1],[0 1 4 2 1],True,True,0.9375,0.890625,"[np.int64(2), np.int64(2), np.int64(2), np.int64(0), np.int64(1)]","[np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(3)]",False,False,0.0,0.0,[0 1 4 4 1],[0 1 4 2 1],True,True,0.875,0.75,[0. 1. 4. 4. 1.],[0. 1. 4. 4. 1.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[1 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 1 0],[0 3 3 0 0],[0 3 3 4 0],True,True,0.9375,0.890625,"[np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(2)]","[np.int64(0), np.int64(0), np.int64(4), np.int64(1), np.int64(3)]",False,False,0.0,0.0,[0 3 3 4 0],[0 3 3 4 0],True,True,0.875,0.75,[0. 4. 3. 0. 0.],[0. 3. 3. 0. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.8,0.96,5,4,24,0.16,1.0,1.0,4,4,25,0.2,0.8,0.96,5,4,24,0.16,1.0,1.0,4,4,25
[1 1 1 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 0 0],[0 0 0 2 1],[0 0 1 2 0],True,True,0.9375,0.890625,"[np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(3)]","[np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(0)]",False,False,0.0,0.0,[0 0 0 2 0],[0 4 4 2 1],True,False,0.875,0.75,[0. 0. 0. 2. 1.],[0. 4. 0. 2. 0.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.7272727272727273,0.72,11,8,18,0.44,0.7272727272727273,0.6,11,8,15,0.44,0.7272727272727273,0.76,11,8,19,0.36,0.8888888888888888,0.96,9,8,24
[0 1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 0],[0 0 1 2 0],[0 0 1 2 3],True,True,0.9375,0.890625,"[np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(3)]","[np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0)]",False,False,0.0,0.0,[0 0 4 2 0],[0 0 4 2 3],True,False,0.875,0.75,[0. 0. 1. 2. 0.],[0. 3. 1. 2. 3.],True,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.24,0.6666666666666666,0.84,6,4,21,0.28,0.42857142857142855,0.4,7,3,10,0.2,0.6,0.88,5,3,22,0.32,0.5,0.56,8,4,14
[0 1 0 1 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 1],[0 0 4 0 3],[0 2 4 0 3],True,True,0.9375,0.890625,"[np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(2)]","[np.int64(2), np.int64(3), np.int64(4), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[0 0 4 4 3],[0 2 4 0 3],False,True,0.875,0.75,[0. 0. 4. 0. 3.],[0. 0. 4. 0. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.12,0.3333333333333333,0.92,3,1,23,0.08,1.0,1.0,2,2,25,0.12,0.3333333333333333,0.88,3,1,22,0.08,1.0,1.0,2,2,25
[0 0 0 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1],[0 2 3 0 0],[0 2 3 0 0],True,True,0.9375,0.890625,"[np.int64(4), np.int64(0), np.int64(3), np.int64(2), np.int64(2)]","[np.int64(0), np.int64(4), np.int64(4), np.int64(4), np.int64(2)]",False,False,0.0,0.0,[0 4 3 2 2],[0 4 3 0 0],False,True,0.875,0.75,[0. 2. 4. 0. 2.],[0. 4. 3. 1. 2.],False,False,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.68,0.6470588235294118,0.72,17,11,18,0.52,0.7692307692307693,0.8,13,10,20,0.64,0.4375,0.4,16,7,10,0.56,0.5714285714285714,0.52,14,8,13
[0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1],[0 1 1 2 1],[0 1 1 2 3],True,True,0.9375,0.890625,"[np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(1)]","[np.int64(4), np.int64(2), np.int64(3), np.int64(2), np.int64(0)]",False,False,0.0,0.0,[0 1 4 2 1],[0 1 1 2 1],True,True,0.875,0.75,[0. 1. 1. 4. 3.],[0. 1. 1. 2. 3.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,0.5,0.6,12,6,15,0.24,0.3333333333333333,0.64,6,2,16,0.36,0.5555555555555556,0.64,9,5,16,0.36,0.4444444444444444,0.52,9,4,13
[1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1],[0 3 1 2 0],[0 3 4 0 3],False,True,0.9375,0.890625,"[np.int64(0), np.int64(1), np.int64(2), np.int64(2), np.int64(4)]","[np.int64(0), np.int64(4), np.int64(2), np.int64(0), np.int64(4)]",False,False,0.0,0.0,[0 0 4 0 3],[0 3 4 0 0],True,True,0.875,0.75,[0. 0. 4. 0. 0.],[0. 3. 4. 2. 3.],True,False,0.765625,0.78125,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.56,0.7142857142857143,0.68,14,10,17,0.6,0.6,0.76,15,9,19,0.72,0.6111111111111112,0.64,18,11,16,0.32,0.625,0.72,8,5,18
[1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 0],[0 0 0 0 2],[0 0 1 1 2],True,True,0.9375,0.890625,"[np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(4)]","[np.int64(4), np.int64(4), np.int64(4), np.int64(2), np.int64(1)]",False,False,0.0,0.0,[0 0 0 3 2],[0 0 1 1 2],False,True,0.875,0.75,[0. 0. 4. 0. 2.],[0. 0. 1. 0. 2.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.8,0.92,5,4,23,0.44,0.7272727272727273,0.72,11,8,18,0.36,0.5555555555555556,0.76,9,5,19,0.4,0.7,0.72,10,7,18
[0 0 0 1 1 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1],[0 3 3 0 0],[0 2 3 0 2],True,True,0.9375,0.890625,"[np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(4)]","[np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(1)]",False,False,0.0,0.0,[0 3 3 0 0],[0 2 3 0 2],True,True,0.875,0.75,[0. 3. 3. 2. 0.],[0. 2. 3. 0. 2.],False,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,1.0,1.0,6,6,25,0.24,1.0,1.0,6,6,25,0.24,1.0,1.0,6,6,25,0.24,1.0,1.0,6,6,25
[0 1 0 1 0 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 1 1 0 0 1],[0 0 1 0 4],[0 0 1 0 4],True,True,0.9375,0.890625,"[np.int64(2), np.int64(0), np.int64(4), np.int64(1), np.int64(0)]","[np.int64(3), np.int64(2), np.int64(2), np.int64(4), np.int64(1)]",False,False,0.0,0.0,[0 0 1 0 4],[0 0 1 0 4],True,True,0.875,0.75,[0. 3. 1. 0. 4.],[0. 0. 1. 0. 4.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.12,0.6666666666666666,0.92,3,2,23,0.08,1.0,1.0,2,2,25,0.12,0.6666666666666666,0.88,3,2,22,0.08,1.0,1.0,2,2,25
[0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1],[0 3 3 0 0],[0 2 3 0 2],True,True,0.9375,0.890625,"[np.int64(2), np.int64(3), np.int64(1), np.int64(4), np.int64(4)]","[np.int64(0), np.int64(4), np.int64(1), np.int64(0), np.int64(2)]",False,False,0.0,0.0,[0 3 3 0 0],[0 2 1 0 0],True,False,0.875,0.75,[0. 3. 3. 0. 0.],[0. 3. 1. 0. 3.],True,True,0.765625,0.78125,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.36,0.6666666666666666,0.76,9,6,19,0.2,0.6,0.92,5,3,23,0.28,0.7142857142857143,0.56,7,5,14
