As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy
"[0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 1 0 1
 1 1 1 0 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0
 0 1 0 1 1 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 1 1 1 1 0 0 0 1 0 0 1 1
 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1
 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0]",3,[ 3 14  4  3  3  2  9  3  4  3 14  7 14  7  3  9],[ 3 14  9  3  3  2  9  3  4  3 14  7 14  7  3  9],True,True,1.0,1.0,"[np.int64(14), np.int64(8), np.int64(0), np.int64(5), np.int64(7), np.int64(0), np.int64(13), np.int64(9), np.int64(7), np.int64(10), np.int64(15), np.int64(12), np.int64(2), np.int64(10), np.int64(11), np.int64(10)]","[np.int64(13), np.int64(2), np.int64(4), np.int64(0), np.int64(7), np.int64(11), np.int64(6), np.int64(13), np.int64(11), np.int64(1), np.int64(14), np.int64(5), np.int64(15), np.int64(10), np.int64(0), np.int64(7)]",False,False,0.0,0.0,[ 3 14  0  3  3  2  9  3  9  3 14  7 14  7  3  9],[ 3 14  9  3  3  2  9  3  9  3 14  7 14  7  3  9],True,True,0.796875,1.0,[ 3 14  0  3  3  2  9  3  4  3 14  7 14  7  3  9],[ 3 14  0  3  3  2  9  3  4  3 14  7 14  7  3  9],True,True,0.8125,0.8125
"[0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 0 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1]",14,[ 5 10  1  6  6  6 14  6  9 10 14  5 10 10 14 13],[12 10  1  6 10  6 14  6  9 10 14  3 10 10 14 12],True,True,1.0,1.0,"[np.int64(14), np.int64(0), np.int64(12), np.int64(10), np.int64(15), np.int64(8), np.int64(12), np.int64(11), np.int64(12), np.int64(8), np.int64(11), np.int64(11), np.int64(10), np.int64(11), np.int64(10), np.int64(7)]","[np.int64(2), np.int64(13), np.int64(15), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(15), np.int64(11), np.int64(9), np.int64(1), np.int64(8), np.int64(14), np.int64(0), np.int64(13), np.int64(15)]",False,False,0.0,0.0,[12 10 13  6 10  6 14  6  9 10 14  5 10 10 14 13],[12 10  1  6 10  6 14  6  7 10 14  5 10 10 14 12],True,True,0.796875,1.0,[ 5 10  1  6  6  6 14  6  7 10 14  3 10 10 14 12],[12 10  1  6 10  6 14  6  9 10 14  5 10 10 14 12],True,True,0.8125,0.8125
"[0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0
 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0
 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",2,[ 2  0  2  2  6 12  0  0  7  2  0  0  3 10  2  5],[ 2  0  2  2  6 12  9  0  7  2  0  3  3 10  2  5],True,True,1.0,1.0,"[np.int64(15), np.int64(5), np.int64(3), np.int64(5), np.int64(13), np.int64(11), np.int64(13), np.int64(0), np.int64(4), np.int64(0), np.int64(9), np.int64(14), np.int64(10), np.int64(2), np.int64(13), np.int64(5)]","[np.int64(10), np.int64(2), np.int64(6), np.int64(13), np.int64(14), np.int64(15), np.int64(5), np.int64(8), np.int64(6), np.int64(7), np.int64(14), np.int64(7), np.int64(11), np.int64(9), np.int64(12), np.int64(2)]",False,False,0.0,0.0,[ 2  0  2  2  6 12  9  0  7  2  0  0  3 11  2  5],[ 2  0  2  2  6 11  0  0  7  2  0  3  3  1  2  5],True,True,0.796875,1.0,[ 2  0  2  2  6 11  9  0  1  2  0  9  3  1  2  5],[ 2  0  2  2  6 11  9  0  1  2  0  9  3 10  2  5],True,True,0.8125,0.8125
"[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0
 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0
 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 1 0
 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1]",15,[ 1 15  9 15 15  4  5  3 15 15 10 11  1 12  8 15],[ 1 15  9 15 15  8  5  3 15 15 10 11  1 12  8 15],True,True,1.0,1.0,"[np.int64(14), np.int64(1), np.int64(3), np.int64(10), np.int64(11), np.int64(0), np.int64(0), np.int64(15), np.int64(0), np.int64(4), np.int64(8), np.int64(15), np.int64(9), np.int64(15), np.int64(0), np.int64(3)]","[np.int64(14), np.int64(2), np.int64(14), np.int64(7), np.int64(8), np.int64(13), np.int64(2), np.int64(5), np.int64(9), np.int64(14), np.int64(4), np.int64(0), np.int64(13), np.int64(8), np.int64(14), np.int64(3)]",False,False,0.0,0.0,[ 1 15  8 15 15  4  7  3 15 15 11 13  1 12  8 15],[ 1 15  8 15 15  4  5  3 15 15 10 11  1 12  8 15],False,True,0.796875,1.0,[ 1 15  9 15 15  4  5  3 15 15 11  0  1 12  8 15],[ 1 15  9 15 15  4  5  3 15 15  0  0  1 12  8 15],False,False,0.8125,0.8125
"[0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1
 1 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1
 0 1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1]",9,[ 1 12  4  9  9  9  1  3 15  9 14  3  9 15  9  9],[10 15  4  9  9  9 10 12 14  9 14  3  9  3  9  9],True,True,1.0,1.0,"[np.int64(12), np.int64(1), np.int64(10), np.int64(11), np.int64(6), np.int64(10), np.int64(15), np.int64(12), np.int64(12), np.int64(13), np.int64(3), np.int64(7), np.int64(3), np.int64(10), np.int64(10), np.int64(9)]","[np.int64(3), np.int64(9), np.int64(13), np.int64(12), np.int64(3), np.int64(15), np.int64(0), np.int64(15), np.int64(13), np.int64(14), np.int64(4), np.int64(15), np.int64(2), np.int64(8), np.int64(10), np.int64(1)]",False,False,0.0,0.0,[10 15 15  9  9  9  1  5 14  9 14  3  9  3  9  9],[ 8 15 15  9  9  9 10  3 14  9 12 14  9  3  9  9],True,True,0.796875,1.0,[ 1 12  4  9  9  9  1  3 14  9 12  3  9  3  9  9],[ 1 12  4  9  9  9 10 12 14  9 12  3  9  3  9  9],True,True,0.8125,0.8125
"[0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 0 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1]",14,[ 5 10  1  6 10  6 14  6  9 10 14  5 10 10 14 12],[12 10 13  6 10  6 14  6  9 10 14  3 10 10 14 12],True,True,1.0,1.0,"[np.int64(12), np.int64(6), np.int64(13), np.int64(4), np.int64(5), np.int64(0), np.int64(14), np.int64(2), np.int64(14), np.int64(12), np.int64(11), np.int64(4), np.int64(6), np.int64(10), np.int64(9), np.int64(14)]","[np.int64(12), np.int64(6), np.int64(2), np.int64(9), np.int64(5), np.int64(10), np.int64(5), np.int64(8), np.int64(15), np.int64(7), np.int64(12), np.int64(15), np.int64(6), np.int64(12), np.int64(8), np.int64(14)]",False,False,0.0,0.0,[12 10  1  6 10  6 14  6  9 10 14  5 10 10 14 12],[ 5 10  1  6 10  6 14  6  7 10 14  5 10 10 14 13],True,True,0.796875,1.0,[ 5 10  1  6  6  6 14  6  7 10 14  3 10 10 14 12],[12 10  1  6 10  6 14  6  9 10 14  5 10 10 14 12],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0
 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1
 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
 0 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 0 1 1 0]",7,[14  6 14  2  7  4  7  7  4  6 14  5 14  7  7  7],[14  6 15  2  7 14  7  7 15  4 15  5 14  7  7  7],True,True,1.0,1.0,"[np.int64(13), np.int64(13), np.int64(5), np.int64(6), np.int64(9), np.int64(1), np.int64(7), np.int64(13), np.int64(1), np.int64(5), np.int64(1), np.int64(13), np.int64(0), np.int64(5), np.int64(10), np.int64(4)]","[np.int64(0), np.int64(2), np.int64(7), np.int64(4), np.int64(15), np.int64(14), np.int64(9), np.int64(9), np.int64(0), np.int64(13), np.int64(8), np.int64(13), np.int64(4), np.int64(14), np.int64(12), np.int64(12)]",False,False,0.0,0.0,[14  6 15  9  7  4  7  7  6  4  4 12 13  7  7  7],[14  6 14  8  7  4  7  7 15  6 14 12 14  7  7  7],True,True,0.796875,1.0,[14  6 15  2  7  4  7  7  4  4  4  2 13  7  7  7],[14  6 15  8  7 14  7  7 15  6 15  5 13  7  7  7],True,True,0.8125,0.8125
"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1
 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 1 0 0 1 0 0
 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0]",3,[ 8 11 13  3 13  9  9  9 13  3  6 13  4  3 13 13],[ 8 14 13  3 13  9  9 13 13  3  4 13 11  3 13 13],True,True,1.0,1.0,"[np.int64(15), np.int64(5), np.int64(14), np.int64(13), np.int64(12), np.int64(3), np.int64(3), np.int64(1), np.int64(15), np.int64(2), np.int64(6), np.int64(3), np.int64(1), np.int64(13), np.int64(1), np.int64(5)]","[np.int64(10), np.int64(15), np.int64(12), np.int64(10), np.int64(5), np.int64(6), np.int64(5), np.int64(15), np.int64(3), np.int64(3), np.int64(15), np.int64(2), np.int64(15), np.int64(13), np.int64(2), np.int64(9)]",False,False,0.0,0.0,[ 8 11 13  3 13  9  9 13 13  3  6 13  4  3 13 13],[ 8 11 13  3 13  9  9  9 13  3  4 13  4  3 13 13],True,True,0.796875,1.0,[ 8 11 13  3 13  9  9  9 13  3  4 13  4  3 13 13],[ 8 14 13  3 13  9  9 13 13  3  4 13  4  3 13 13],True,True,0.8125,0.8125
"[0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0
 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0
 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1]",5,[14  2  5  2  0  5  0  1 15 14 15  1  3  9  5  5],[14  2  5  2  8  5  0  1 15 14 15  1  0  9  5  5],True,True,1.0,1.0,"[np.int64(12), np.int64(14), np.int64(4), np.int64(0), np.int64(7), np.int64(13), np.int64(4), np.int64(1), np.int64(15), np.int64(15), np.int64(11), np.int64(2), np.int64(2), np.int64(0), np.int64(7), np.int64(7)]","[np.int64(3), np.int64(1), np.int64(12), np.int64(4), np.int64(14), np.int64(4), np.int64(2), np.int64(0), np.int64(8), np.int64(13), np.int64(0), np.int64(8), np.int64(14), np.int64(9), np.int64(3), np.int64(1)]",False,False,0.0,0.0,[14  2  5  2  8  5  0  1 15 14 15  1  3  9  5  5],[14  2  5  2  0  5  0  1 15 14 15  1  0  8  5  5],True,True,0.796875,1.0,[14  2  5  2  0  5  0  1 15 14 15  1  0  8  5  5],[14  2  5  2  0  5  0  1 15 14 15  1  3  9  5  5],True,True,0.8125,0.8125
"[0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0
 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]",11,[ 9  6  3 11  8  9  3  9  2 11  5 11 11  6  2  5],[ 9  6  3 11  8  9  3  9  0 11  0 11 11  5  2  0],True,True,1.0,1.0,"[np.int64(8), np.int64(4), np.int64(8), np.int64(14), np.int64(13), np.int64(0), np.int64(0), np.int64(2), np.int64(10), np.int64(1), np.int64(11), np.int64(13), np.int64(7), np.int64(7), np.int64(1), np.int64(0)]","[np.int64(7), np.int64(7), np.int64(11), np.int64(13), np.int64(13), np.int64(9), np.int64(14), np.int64(10), np.int64(15), np.int64(13), np.int64(11), np.int64(13), np.int64(6), np.int64(12), np.int64(15), np.int64(12)]",False,False,0.0,0.0,[ 9  6  3 11 10  9  3  9  2 11  2 11 11  7  2  0],[ 9  6  3 11  8  9  3  9  0 11  2 11 11  6  2  0],True,True,0.796875,1.0,[ 9  6  3 11  8  9  3  9  0 11  0 11 11  5  2  0],[ 9  6  3 11  8  9  3  9  0 11  0 11 11  6  2  0],True,True,0.8125,0.8125
"[1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 1
 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1
 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0
 1 0 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0]",3,[ 3  3 15  3 11  7 11  1 13  3  3  3 11 10 15  3],[ 3  3 15  3 11  7 11  9 13  3  3  3 11 10  9  3],True,True,1.0,1.0,"[np.int64(13), np.int64(3), np.int64(14), np.int64(8), np.int64(13), np.int64(10), np.int64(6), np.int64(1), np.int64(13), np.int64(5), np.int64(14), np.int64(3), np.int64(4), np.int64(1), np.int64(10), np.int64(12)]","[np.int64(1), np.int64(12), np.int64(8), np.int64(2), np.int64(0), np.int64(14), np.int64(6), np.int64(5), np.int64(10), np.int64(12), np.int64(14), np.int64(12), np.int64(12), np.int64(14), np.int64(1), np.int64(1)]",False,False,0.0,0.0,[ 3  3 15  3 10 12  0  9 13  3  3  3 11 10 11  3],[ 3  3 15  3 11  7  0 15 13  3  3  3 11 10  9  3],True,True,0.796875,1.0,[ 3  3 15  3 10  7  0  1  6  3  3  3 11 10  9  3],[ 3  3 15  3 11  7  0  9  6  3  3  3 11 10 15  3],True,True,0.8125,0.8125
"[0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 0 1 0 0 0
 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0
 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1]",8,[ 6 15 14 13 14 13  8  8  8  9  7  7  3  8  8  8],[ 6 15 14 13 14 13  8  8  8  9  7  7  3  8  8  8],True,True,1.0,1.0,"[np.int64(12), np.int64(0), np.int64(1), np.int64(15), np.int64(3), np.int64(3), np.int64(7), np.int64(10), np.int64(0), np.int64(2), np.int64(10), np.int64(8), np.int64(9), np.int64(9), np.int64(14), np.int64(11)]","[np.int64(6), np.int64(10), np.int64(12), np.int64(7), np.int64(2), np.int64(8), np.int64(5), np.int64(13), np.int64(8), np.int64(14), np.int64(14), np.int64(7), np.int64(0), np.int64(10), np.int64(4), np.int64(7)]",False,False,0.0,0.0,[ 6 14 14 13 14 13  8  8  8 12  7  7  3  8  8  8],[ 6 15 14 13  6 13  8  8  8  9  7  7  3  8  8  8],False,True,0.796875,1.0,[ 6  7 14 13  6 13  8  8  8  0  7  7  3  8  8  8],[ 6 15 14 15 14 13  8  8  8  0  7  7  3  8  8  8],False,False,0.8125,0.8125
"[0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 0 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0
 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1]",14,[ 5 10  1  6  6  6 14  6  7 10 14  3 10 10 14 13],[12 10  1  6 10  6 14  6  9 10 14  3 10 10 14 12],True,True,1.0,1.0,"[np.int64(13), np.int64(7), np.int64(7), np.int64(9), np.int64(10), np.int64(3), np.int64(11), np.int64(5), np.int64(4), np.int64(8), np.int64(1), np.int64(15), np.int64(15), np.int64(12), np.int64(3), np.int64(12)]","[np.int64(6), np.int64(4), np.int64(3), np.int64(11), np.int64(14), np.int64(10), np.int64(5), np.int64(3), np.int64(4), np.int64(14), np.int64(13), np.int64(1), np.int64(10), np.int64(1), np.int64(7), np.int64(9)]",False,False,0.0,0.0,[ 5 10  1  6  6  6 14  6  7 10 14  3 10 10 14 13],[ 5 10  1  6  6  6 14  6  9 10 14  3 10 10 14 13],True,True,0.796875,1.0,[ 5 10  1  6  6  6 14  6  7 10 14  3 10 10 14 12],[12 10  1  6 10  6 14  6  9 10 14  5 10 10 14 12],True,True,0.8125,0.8125
