As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1
 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1
 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",13,[ 8 11 13  7  8  6 14  2  2 14  6  6  9 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  6  8 13 13  9],True,True,0.53125,0.6875,"[np.int64(10), np.int64(10), np.int64(3), np.int64(7), np.int64(8), np.int64(8), np.int64(8), np.int64(5), np.int64(9), np.int64(11), np.int64(1), np.int64(3), np.int64(6), np.int64(0), np.int64(15), np.int64(10)]","[np.int64(4), np.int64(10), np.int64(1), np.int64(11), np.int64(7), np.int64(3), np.int64(2), np.int64(14), np.int64(1), np.int64(10), np.int64(14), np.int64(5), np.int64(13), np.int64(11), np.int64(15), np.int64(10)]",False,False,0.0,0.0,[ 8 11 13  7  8  6 14  2  2 14  6  6  9 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  9  9 13 13  9],True,True,0.390625,0.625,[ 8 11 13  7  8  6 14  2  2 14  6  8  8 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  9  9 13 13  9],True,True,0.640625,0.71875,0.24,0.6666666666666666,0.52,6,4,13,0.24,0.6666666666666666,0.72,6,4,18,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,0.6666666666666666,0.56,6,4,14,0.2,0.6,0.68,5,3,17,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0
 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1]",13,[ 9  9 13 12 14 14  1 14 12 13  9 14  9 13  2  5],[ 9  9 13 12 14 14  1 14 12 13  9 14  9 13  9  5],False,True,0.53125,0.6875,"[np.int64(0), np.int64(4), np.int64(9), np.int64(6), np.int64(6), np.int64(2), np.int64(1), np.int64(2), np.int64(7), np.int64(14), np.int64(8), np.int64(3), np.int64(4), np.int64(10), np.int64(0), np.int64(3)]","[np.int64(0), np.int64(15), np.int64(7), np.int64(7), np.int64(6), np.int64(10), np.int64(14), np.int64(2), np.int64(15), np.int64(12), np.int64(0), np.int64(9), np.int64(12), np.int64(10), np.int64(12), np.int64(15)]",False,False,0.0,0.0,[ 9  9 13 12 14 14  1 14 12 13  9 14  9 13  2  5],[ 9  9 13 12 14 14  1 12 12 13  9 14  2 13  2  5],False,True,0.390625,0.625,[ 9  9 13 12 14 14  1 14 12 13  9 14  2 13  2  3],[ 9  9 13 12 14 14  1 12 12 13  9 14  2 13  2  5],True,True,0.640625,0.71875,0.64,0.5,0.44,16,8,11,0.6,0.3333333333333333,0.44,15,5,11,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.47619047619047616,0.48,21,10,12,0.72,0.4444444444444444,0.44,18,8,11,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1
 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1
 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",13,[ 8 11 13  7  8  6 14  2  2 14  6  6  8 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  6  9 13 13  9],True,True,0.53125,0.6875,"[np.int64(2), np.int64(9), np.int64(14), np.int64(12), np.int64(11), np.int64(13), np.int64(7), np.int64(8), np.int64(14), np.int64(2), np.int64(3), np.int64(5), np.int64(15), np.int64(0), np.int64(13), np.int64(8)]","[np.int64(0), np.int64(4), np.int64(6), np.int64(13), np.int64(4), np.int64(11), np.int64(11), np.int64(6), np.int64(13), np.int64(8), np.int64(14), np.int64(4), np.int64(6), np.int64(0), np.int64(3), np.int64(12)]",False,False,0.0,0.0,[ 8 11 13  7  8  6 14  2  2 14  6  8  9 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  9  8 13 13  9],False,False,0.390625,0.625,[ 8 11 13  7  8  6 14  2  2 14  6  8  8 13 13  9],[ 8 11 13  7  8  6 14  2  2 14  6  9  9 13 13  9],True,True,0.640625,0.71875,0.24,0.6666666666666666,0.72,6,4,18,0.24,0.6666666666666666,0.76,6,4,19,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,0.6666666666666666,0.56,6,4,14,0.24,0.6666666666666666,0.84,6,4,21,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0
 1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0
 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0
 0 0 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0
 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1
 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 1 0]",3,[ 3 15 11  3  7  2  0  3  2  6  7  3  0  7  2 11],[ 3  2  7  3  7  2  0  3 15 10  7  3  0 11  2 11],False,False,0.53125,0.6875,"[np.int64(0), np.int64(14), np.int64(2), np.int64(7), np.int64(15), np.int64(14), np.int64(3), np.int64(2), np.int64(10), np.int64(8), np.int64(1), np.int64(14), np.int64(6), np.int64(3), np.int64(1), np.int64(4)]","[np.int64(13), np.int64(13), np.int64(4), np.int64(13), np.int64(15), np.int64(12), np.int64(7), np.int64(13), np.int64(14), np.int64(13), np.int64(11), np.int64(14), np.int64(9), np.int64(14), np.int64(2), np.int64(14)]",False,False,0.0,0.0,[ 3  4  7  3  7  2  0  3 15 10  7  3  0  7  2 11],[ 3 15  7  3  7  6  0  3  2  6  7  3  0  7  2 11],False,False,0.390625,0.625,[ 3 15 11  3  7  6  0  3 15  6  7  3  0  7  2  7],[ 3  4 11  3  7  2  0  3 15  6  7  3  0 11  2 11],False,False,0.640625,0.71875,0.92,0.17391304347826086,0.16,23,4,4,1.0,0.2,0.2,25,5,5,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,1.0,0.04,0.04,25,1,1,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 1 1
 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0
 1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]",4,[8 4 3 4 4 1 4 3 4 4 1 3 2 9 8 8],[8 4 3 4 4 1 4 1 4 4 1 3 2 9 8 8],True,True,0.53125,0.6875,"[np.int64(11), np.int64(9), np.int64(6), np.int64(5), np.int64(12), np.int64(4), np.int64(6), np.int64(12), np.int64(2), np.int64(13), np.int64(11), np.int64(14), np.int64(7), np.int64(10), np.int64(6), np.int64(6)]","[np.int64(15), np.int64(2), np.int64(9), np.int64(0), np.int64(9), np.int64(2), np.int64(8), np.int64(9), np.int64(4), np.int64(1), np.int64(9), np.int64(2), np.int64(11), np.int64(6), np.int64(8), np.int64(8)]",False,False,0.0,0.0,[1 4 6 4 4 9 4 3 4 4 1 3 2 9 8 8],[8 4 6 4 4 9 4 3 4 4 1 3 2 9 8 8],True,True,0.390625,0.625,[8 4 6 4 4 9 4 1 4 4 1 3 2 9 8 8],[8 4 3 4 4 9 4 1 4 4 1 3 2 9 8 8],False,False,0.640625,0.71875,0.56,0.7142857142857143,0.64,14,10,16,0.4,0.8,0.88,10,8,22,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.52,0.5384615384615384,0.6,13,7,15,0.52,0.5384615384615384,0.48,13,7,12,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 1 0 1 0 0 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 1 0
 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0
 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 1 1 0 1
 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0
 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1 0 1 1 0 1 1 0 0 1]",3,[ 3  9  3  3  7 10  0  3  3  3  0 15  0  8  7  9],[ 3  0  3  3  7 10  7  3  3  3  0 12  0  2  7  9],True,True,0.53125,0.6875,"[np.int64(5), np.int64(10), np.int64(5), np.int64(1), np.int64(13), np.int64(7), np.int64(9), np.int64(6), np.int64(2), np.int64(9), np.int64(14), np.int64(0), np.int64(5), np.int64(1), np.int64(4), np.int64(12)]","[np.int64(14), np.int64(15), np.int64(2), np.int64(12), np.int64(1), np.int64(13), np.int64(9), np.int64(12), np.int64(13), np.int64(2), np.int64(1), np.int64(4), np.int64(3), np.int64(14), np.int64(14), np.int64(13)]",False,False,0.0,0.0,[ 3  9  3  3  7 10  0  3  3  3  0 15  0  8  7  9],[ 3  0  3  3  7 10  7  3  3  3  0 12  0  2  7  9],True,True,0.390625,0.625,[ 3  9  3  3  7 10  0  3  3  3  0 15  0  2  7  2],[ 3  0  3  3  7 10  7  3  3  3  0 12  0  8  7  9],False,True,0.640625,0.71875,0.96,0.5,0.48,24,12,12,0.92,0.43478260869565216,0.44,23,10,11,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.84,0.5238095238095238,0.56,21,11,14,0.88,0.7727272727272727,0.8,22,17,20,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[1 0 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0
 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1
 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0
 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1
 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1]",8,[13  8 13  8  8  1  4  3  8 12  4 13  3  8 13 13],[13  8 13  8  8  3  4  4  8  0  3 13 13  8 13 13],False,False,0.53125,0.6875,"[np.int64(8), np.int64(2), np.int64(9), np.int64(10), np.int64(13), np.int64(9), np.int64(0), np.int64(5), np.int64(2), np.int64(15), np.int64(11), np.int64(1), np.int64(1), np.int64(3), np.int64(15), np.int64(3)]","[np.int64(14), np.int64(9), np.int64(3), np.int64(5), np.int64(15), np.int64(8), np.int64(11), np.int64(7), np.int64(4), np.int64(13), np.int64(10), np.int64(1), np.int64(2), np.int64(10), np.int64(8), np.int64(8)]",False,False,0.0,0.0,[13  8 13  8  8  3  4  3  8 12  3 13 13  8 13 13],[13  8 13  8  8  3  4  3  8  0  4 13 13  8 13 13],True,False,0.390625,0.625,[13  8 13  8  8  3  4  3  8 12  3 13  3  8 13 13],[13  8 13  8  8  1  4  3  8 12  3 13  3  8 13 13],True,True,0.640625,0.71875,0.68,0.5294117647058824,0.48,17,9,12,0.72,0.5555555555555556,0.6,18,10,15,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.8,0.55,0.56,20,11,14,0.64,0.5625,0.6,16,9,15,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0
 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1
 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1
 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1
 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0]",3,[ 6  9  9  3  8  9 14  9  7  3 14  7  2  1  3 13],[10 14  9  3  8 14 14  9  7  3 14  7  1  1  3 13],True,True,0.53125,0.6875,"[np.int64(12), np.int64(0), np.int64(1), np.int64(0), np.int64(14), np.int64(0), np.int64(3), np.int64(12), np.int64(4), np.int64(1), np.int64(6), np.int64(3), np.int64(6), np.int64(10), np.int64(12), np.int64(9)]","[np.int64(15), np.int64(1), np.int64(6), np.int64(4), np.int64(6), np.int64(5), np.int64(11), np.int64(8), np.int64(7), np.int64(15), np.int64(6), np.int64(5), np.int64(0), np.int64(2), np.int64(13), np.int64(12)]",False,False,0.0,0.0,[10  9  9  3  8  9 14  9  7  3 14  7  2  1  3 13],[10 14  9  3  8  9 14  9  5  3 14  7  1  1  3 11],True,False,0.390625,0.625,[10 14  9  3  8 14 14  9  5  3 14  7  1  1  3 13],[10 14  9  3  8 14 14  9  5  3 14  7  1  1  3 11],True,True,0.640625,0.71875,0.96,0.5416666666666666,0.56,24,13,14,0.84,0.47619047619047616,0.52,21,10,13,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.5416666666666666,0.56,24,13,14,0.84,0.5238095238095238,0.56,21,11,14,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 1
 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0
 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 1]",11,[14  6 14  6 14 15 11 15  3  3 15 11 11 13 12 11],[14 15  3 15  1 15 11 15  3  3 15 11 11 13 12 11],True,True,0.53125,0.6875,"[np.int64(7), np.int64(4), np.int64(0), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(3), np.int64(10), np.int64(10), np.int64(15), np.int64(3), np.int64(9), np.int64(8), np.int64(4), np.int64(8)]","[np.int64(5), np.int64(13), np.int64(7), np.int64(9), np.int64(12), np.int64(0), np.int64(13), np.int64(3), np.int64(1), np.int64(12), np.int64(0), np.int64(14), np.int64(1), np.int64(10), np.int64(7), np.int64(15)]",False,False,0.0,0.0,[14 15 14 15  1 15 11 15  3  3 15 11 11  3 12 11],[14  6 10  6  1 15 11 15  7  3 15 11 11 13 12 11],False,True,0.390625,0.625,[14 15 14 15 14 15 11 15  3  3 15 11 11  3 12 11],[14  6  7  6 14 15 11 15  7  3 15 11 11  0 12 11],False,False,0.640625,0.71875,0.84,0.3333333333333333,0.28,21,7,7,0.8,0.4,0.36,20,8,9,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.88,0.36363636363636365,0.4,22,8,10,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1
 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 1 0 0
 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 1 0 0 0 0
 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1
 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1
 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1]",0,[ 0  3  4  4  0  6  4  4 13 11  9  4  3  4  7 13],[ 0  3  4  4  0  6  4  4  7 11 14  4  7  4  7  2],False,True,0.53125,0.6875,"[np.int64(9), np.int64(11), np.int64(2), np.int64(4), np.int64(11), np.int64(11), np.int64(0), np.int64(15), np.int64(8), np.int64(3), np.int64(10), np.int64(3), np.int64(2), np.int64(1), np.int64(10), np.int64(10)]","[np.int64(8), np.int64(3), np.int64(6), np.int64(0), np.int64(8), np.int64(13), np.int64(13), np.int64(5), np.int64(14), np.int64(11), np.int64(3), np.int64(6), np.int64(3), np.int64(9), np.int64(14), np.int64(8)]",False,False,0.0,0.0,[ 0  3  4  4  0  6  4  4  7 13  9  4  6  4  7  2],[ 0 13  4  4  0  6  4  4 13 13  9  4  7  4  7 13],False,True,0.390625,0.625,[ 0 13  4  4  0  6  4  4 13 13 14  4  7  4  7  2],[ 0  3  4  4  0  6  4  4  6 13  8  4  6  4  7 13],True,True,0.640625,0.71875,0.92,0.34782608695652173,0.36,23,8,9,0.96,0.4583333333333333,0.48,24,11,12,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,1.0,0.36,0.36,25,9,9,1.0,0.52,0.52,25,13,13,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 1
 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0
 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 1]",11,[14  6 14  6  1 15 11 15  3  3 15 11 11 13 12 11],[14  6  7  6 14 15 11 15  3  3 15 11 11 13 12 11],True,False,0.53125,0.6875,"[np.int64(10), np.int64(9), np.int64(13), np.int64(2), np.int64(14), np.int64(4), np.int64(14), np.int64(6), np.int64(1), np.int64(10), np.int64(5), np.int64(15), np.int64(10), np.int64(5), np.int64(15), np.int64(10)]","[np.int64(15), np.int64(13), np.int64(15), np.int64(0), np.int64(13), np.int64(4), np.int64(3), np.int64(10), np.int64(9), np.int64(10), np.int64(1), np.int64(5), np.int64(14), np.int64(10), np.int64(3), np.int64(3)]",False,False,0.0,0.0,[14 15 10 15 14 15 11 15  7  3 15 11 11  5 12 11],[14 15  7  6  1 15 11 15  7  3 15 11 11 13 12 11],False,False,0.390625,0.625,[14 15 14 15 14 15 11 15  3  3 15 11 11  3 12 11],[14  6  7  6 14 15 11 15  7  3 15 11 11  0 12 11],False,False,0.640625,0.71875,0.68,0.4117647058823529,0.36,17,7,9,0.88,0.45454545454545453,0.4,22,10,10,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.0,0.0,23,0,0,0.8,0.35,0.32,20,7,8,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0
