As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy,Categorical_Model_Uniques,Categorical_Model_Valids_Uniques,Categorical_Model_Valids,Categorical_Model_Unique_Counts,Categorical_Model_Valid_Unique_Counts,Categorical_Model_Valid_Counts,Categorical_True_Uniques,Categorical_True_Valids_Uniques,Categorical_True_Valids,Categorical_True_Unique_Counts,Categorical_True_Valid_Unique_Counts,Categorical_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Prim_Model_Uniques,Prim_Model_Valids_Uniques,Prim_Model_Valids,Prim_Model_Unique_Counts,Prim_Model_Valid_Unique_Counts,Prim_Model_Valid_Counts,Prim_True_Uniques,Prim_True_Valids_Uniques,Prim_True_Valids,Prim_True_Unique_Counts,Prim_True_Valid_Unique_Counts,Prim_True_Valid_Counts,Beam_Model_Uniques,Beam_Model_Valids_Uniques,Beam_Model_Valids,Beam_Model_Unique_Counts,Beam_Model_Valid_Unique_Counts,Beam_Model_Valid_Counts,Beam_True_Uniques,Beam_True_Valids_Uniques,Beam_True_Valids,Beam_True_Unique_Counts,Beam_True_Valid_Unique_Counts,Beam_True_Valid_Counts
"[1 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0
 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 0 1 0 0 0 0 1 0 1 0 0
 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0]",15,[ 5 15 12 10 15 15  7  4 14  5 15 10 10 10  1 15],[ 1 15 12 10 15 15  7  4 14  5 15 10 10 10  5 15],False,False,0.5,0.578125,"[np.int64(9), np.int64(6), np.int64(11), np.int64(13), np.int64(1), np.int64(15), np.int64(5), np.int64(3), np.int64(14), np.int64(5), np.int64(10), np.int64(6), np.int64(9), np.int64(7), np.int64(5), np.int64(13)]","[np.int64(7), np.int64(8), np.int64(12), np.int64(9), np.int64(5), np.int64(5), np.int64(13), np.int64(2), np.int64(12), np.int64(12), np.int64(2), np.int64(7), np.int64(12), np.int64(3), np.int64(2), np.int64(11)]",False,False,0.0,0.0,[ 1 15 12 10 15 15  7  4  3  5 15  4 10 10  5 15],[ 1 15 12 10 15 15  7  4 14  5 15 10 10 10  1 15],False,False,0.46875,0.515625,[ 1 15 12 10 15 15  7 10 14  5 15 10 10 10  1 15],[ 4 15 12 10 15 15  7  4  3  5 15  4 10 10  5 15],True,True,0.640625,0.875,0.84,0.3333333333333333,0.32,21,7,8,0.76,0.42105263157894735,0.48,19,8,12,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.88,0.36363636363636365,0.4,22,8,10,0.84,0.47619047619047616,0.48,21,10,12,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0
 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1
 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1
 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0
 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0]",15,[15 12  6  0  8  0 12  6 10  0 15 12 15  3  0 15],[15 12  6  0  8 10 12  6 10  0 15 12 15  8  0 15],True,True,0.5,0.578125,"[np.int64(13), np.int64(6), np.int64(14), np.int64(11), np.int64(4), np.int64(11), np.int64(12), np.int64(0), np.int64(4), np.int64(13), np.int64(5), np.int64(6), np.int64(5), np.int64(6), np.int64(3), np.int64(6)]","[np.int64(14), np.int64(11), np.int64(0), np.int64(13), np.int64(3), np.int64(8), np.int64(3), np.int64(3), np.int64(14), np.int64(7), np.int64(2), np.int64(8), np.int64(6), np.int64(1), np.int64(11), np.int64(6)]",False,False,0.0,0.0,[15 12  6  0  8  0 12  1 10  0 15 12 15  8  0 15],[15 12  6  0  8  0 12  6 10  0 15 12 15  8  0 15],True,True,0.46875,0.515625,[15 12  6  0  8 10 12  1 10  0 15 12 15  8  0 15],[15 12  6  0  8 10 12  6 10  0 15 12 15  3  0 15],True,True,0.640625,0.875,0.32,1.0,1.0,8,8,25,0.28,1.0,1.0,7,7,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.32,1.0,1.0,8,8,25,0.28,1.0,1.0,7,7,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1
 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 1 1 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0
 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0
 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1]",0,[ 0  0 10 13  9  0 15  5  2  1  0 15 13  0  1  0],[ 0  0 10 15  9  0 15  5  2  1  0 15 10  0 10  0],False,True,0.5,0.578125,"[np.int64(2), np.int64(4), np.int64(13), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(3), np.int64(1), np.int64(7), np.int64(2), np.int64(0), np.int64(3), np.int64(5), np.int64(4), np.int64(6)]","[np.int64(13), np.int64(14), np.int64(3), np.int64(6), np.int64(9), np.int64(10), np.int64(5), np.int64(1), np.int64(12), np.int64(4), np.int64(14), np.int64(2), np.int64(11), np.int64(12), np.int64(5), np.int64(7)]",False,False,0.0,0.0,[ 0  0 10 13  9  0  1  5  2  1  0 15 10  0  1  0],[ 0  0 10 13  9  0 15  5  2  1  0 15 13  0 10  0],True,False,0.46875,0.515625,[ 0  0 10 13  9  0 15 13  2  1  0 15 13  0  1  0],[ 0  0 10 13  9  0 15 13  2  1  0 15 10  0 10  0],True,True,0.640625,0.875,0.76,0.5263157894736842,0.56,19,10,14,0.8,0.65,0.64,20,13,16,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.4166666666666667,0.44,24,10,11,0.88,0.7272727272727273,0.72,22,16,18,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1
 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1
 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0]",2,[ 2  0  2 15  7  8 12  8  2  0 11  8 15  7  1  2],[ 2  0  2 15  7  8 12  8  2  8  1  8 15  7  1  2],True,True,0.5,0.578125,"[np.int64(1), np.int64(6), np.int64(8), np.int64(3), np.int64(15), np.int64(7), np.int64(6), np.int64(11), np.int64(8), np.int64(6), np.int64(7), np.int64(1), np.int64(5), np.int64(5), np.int64(11), np.int64(14)]","[np.int64(13), np.int64(7), np.int64(12), np.int64(12), np.int64(5), np.int64(8), np.int64(13), np.int64(3), np.int64(1), np.int64(9), np.int64(15), np.int64(4), np.int64(3), np.int64(9), np.int64(5), np.int64(5)]",False,False,0.0,0.0,[ 2  0  2 15  7  8 12  8  2  0 12  8 15  7  1  2],[ 2  0  2 15  3  8 12  8  2  8 12  8 15  7  1  2],True,True,0.46875,0.515625,[ 2  0  2 15  3  8 12  8  2  8 12  8 15  7  1  2],[ 2  0  2 15  7  8 12  8  2  8 12  8 15  7  1  2],True,True,0.640625,0.875,0.36,1.0,1.0,9,9,25,0.44,1.0,1.0,11,11,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,1.0,1.0,11,11,25,0.36,1.0,1.0,9,9,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 1 0
 1 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0
 0 1 0 1 1 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0
 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1]",5,[ 3  6  5  6  5  5  5  5  4  0  5  5  5  5 11  7],[ 3 13  5 11  5  5  5  5  4  0  5  5  5  5  2  7],False,True,0.5,0.578125,"[np.int64(11), np.int64(8), np.int64(12), np.int64(5), np.int64(12), np.int64(13), np.int64(10), np.int64(1), np.int64(2), np.int64(7), np.int64(11), np.int64(6), np.int64(1), np.int64(5), np.int64(11), np.int64(8)]","[np.int64(4), np.int64(10), np.int64(12), np.int64(1), np.int64(9), np.int64(1), np.int64(6), np.int64(10), np.int64(9), np.int64(13), np.int64(10), np.int64(15), np.int64(6), np.int64(0), np.int64(10), np.int64(11)]",False,False,0.0,0.0,[ 3  6  5 10  5  5  5  5 10  0  5  5  5  5  6  7],[ 3  6  5 10  5  5  5  5  4  0  5  5  5  5 11  7],True,True,0.46875,0.515625,[ 3  6  5 10  5  5  5  5 10  0  5  5  5  5 11  7],[ 3 13  5 10  5  5  5  5 10  0  5  5  5  5 11  7],True,True,0.640625,0.875,0.76,0.5789473684210527,0.64,19,11,16,0.68,0.8823529411764706,0.92,17,15,23,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.76,0.8421052631578947,0.84,19,16,21,0.6,0.9333333333333333,0.92,15,14,23,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1
 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0
 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0]",14,[14  0  7  9 14 14  4 15  6  4 14 14  9  0 14 14],[14  4  7  9 14 14  4  0  6  4 14 14  9  0 14 14],False,True,0.5,0.578125,"[np.int64(9), np.int64(15), np.int64(0), np.int64(14), np.int64(0), np.int64(9), np.int64(4), np.int64(1), np.int64(10), np.int64(7), np.int64(12), np.int64(12), np.int64(10), np.int64(3), np.int64(14), np.int64(3)]","[np.int64(9), np.int64(1), np.int64(8), np.int64(3), np.int64(9), np.int64(5), np.int64(2), np.int64(9), np.int64(8), np.int64(1), np.int64(10), np.int64(12), np.int64(5), np.int64(3), np.int64(0), np.int64(0)]",False,False,0.0,0.0,[14  0  7  9 14 14  0  0  6 10 14 14  7  0 14 14],[14  0  7  9 14 14  4 15  6 10 14 14  9  0 14 14],True,False,0.46875,0.515625,[14  0  7  9 14 14  0 15  6 10 14 14  7  0 14 14],[14  4  7  9 14 14  0  0  6 10 14 14  9  0 14 14],True,False,0.640625,0.875,0.8,0.75,0.8,20,15,20,0.72,0.6666666666666666,0.56,18,12,14,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.8,0.45,0.36,20,9,9,0.76,0.5789473684210527,0.56,19,11,14,0.04,1.0,1.0,1,1,25,0.04,0.0,0.0,1,0,0
"[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1
 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0
 1 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0
 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0
 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1]",3,[ 3  3  1  3  3  6  3 13  1  6  4  3  9  3  3  0],[ 3  3  4  3  3  1  3 13  1  6 13  3  7  3  3  4],False,False,0.5,0.578125,"[np.int64(2), np.int64(14), np.int64(11), np.int64(11), np.int64(14), np.int64(10), np.int64(13), np.int64(14), np.int64(2), np.int64(15), np.int64(13), np.int64(9), np.int64(9), np.int64(14), np.int64(13), np.int64(5)]","[np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(8), np.int64(5), np.int64(14), np.int64(1), np.int64(0), np.int64(2), np.int64(12), np.int64(0), np.int64(15), np.int64(12), np.int64(7), np.int64(4)]",False,False,0.0,0.0,[ 3  3  1  3  3  1  3 13  1  6 13  3  9  3  3  0],[ 3  3  1  3  3  4  3 13  1  6  4  3  7  3  3  0],True,False,0.46875,0.515625,[ 3  3  1  3  3 13  3 13  1  6 13  3  7  3  3 11],[ 3  3  4  3  3 13  3 13  1  6 13  3  7  3  3  0],True,True,0.640625,0.875,0.8,0.5,0.56,20,10,14,0.84,0.38095238095238093,0.48,21,8,12,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.391304347826087,0.4,23,9,10,0.92,0.34782608695652173,0.4,23,8,10,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 1 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 1
 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1
 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 1]",8,[ 2  8 14  5  8  4  8  1  8  4  4  4 11 15 15  8],[ 2  8 14 14  8  4  8  1  8  4  4  4 11 15  6  8],True,True,0.5,0.578125,"[np.int64(7), np.int64(2), np.int64(11), np.int64(9), np.int64(9), np.int64(12), np.int64(15), np.int64(5), np.int64(9), np.int64(6), np.int64(1), np.int64(11), np.int64(4), np.int64(1), np.int64(1), np.int64(0)]","[np.int64(14), np.int64(11), np.int64(5), np.int64(7), np.int64(4), np.int64(10), np.int64(2), np.int64(5), np.int64(9), np.int64(6), np.int64(5), np.int64(9), np.int64(13), np.int64(7), np.int64(12), np.int64(14)]",False,False,0.0,0.0,[ 2  8 14 14  8  4  8  1  8  4  4  4 11 15 15  8],[ 2  8 14  5  8  6  8  1  8  4  4  4 11 15 15  8],True,True,0.46875,0.515625,[ 2  8 14  5  8  6  8  1  8  4  4  4 11 15 15  8],[ 2  8 14  5  8  4  8  1  8  4  4  4 11 15  6  8],True,True,0.640625,0.875,0.48,1.0,1.0,12,12,25,0.44,1.0,1.0,11,11,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.48,0.9166666666666666,0.96,12,11,24,0.4,1.0,1.0,10,10,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
"[1 1 1 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0
 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0
 1 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1
 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 1 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 1]",8,[10  8  1 13  7  7  8  8  8 10  8  6 15  8  8 14],[ 1  8  1 10 13  7  8  8  8 10  8  1 15  8  8  1],False,False,0.5,0.578125,"[np.int64(6), np.int64(11), np.int64(11), np.int64(3), np.int64(0), np.int64(3), np.int64(15), np.int64(5), np.int64(1), np.int64(13), np.int64(4), np.int64(7), np.int64(11), np.int64(6), np.int64(11), np.int64(9)]","[np.int64(7), np.int64(7), np.int64(9), np.int64(2), np.int64(5), np.int64(6), np.int64(11), np.int64(4), np.int64(1), np.int64(12), np.int64(14), np.int64(15), np.int64(4), np.int64(7), np.int64(8), np.int64(2)]",False,False,0.0,0.0,[10  8  1 13 14  7  8  8  8 10  8  6 15  8  8 14],[ 1  8  1 13 13  7  8  8  8 10  8  6 15  8  8 14],False,False,0.46875,0.515625,[10  8  1 13 13  7  8  8  8 10  8  6 15  8  8 14],[ 1  8  1 10 14  7  8  8  8 10  8  1 15  8  8  1],False,True,0.640625,0.875,0.8,0.4,0.44,20,8,11,0.8,0.6,0.64,20,12,16,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.96,0.3333333333333333,0.36,24,8,9,0.84,0.47619047619047616,0.52,21,10,13,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0
 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0
 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]",14,[14 14 14 14  0  8  0  2  0 11  2  1  2 14 14  2],[14 14 14 14  0  8  0  2 13 11  2  1 13 14 14  2],False,False,0.5,0.578125,"[np.int64(11), np.int64(14), np.int64(2), np.int64(0), np.int64(4), np.int64(0), np.int64(11), np.int64(8), np.int64(14), np.int64(13), np.int64(4), np.int64(9), np.int64(10), np.int64(4), np.int64(12), np.int64(5)]","[np.int64(6), np.int64(14), np.int64(14), np.int64(4), np.int64(2), np.int64(2), np.int64(2), np.int64(4), np.int64(10), np.int64(6), np.int64(0), np.int64(5), np.int64(15), np.int64(15), np.int64(8), np.int64(9)]",False,False,0.0,0.0,[14 14 14 14  0  8  0  2  0 11  2 13  1 14 14  2],[14 14 14 14  0  8  3  2  3 11  2 13  3 14 14  2],False,True,0.46875,0.515625,[14 14 14 14  0  8  0  2 13 12  2  2 13 14 14  2],[14 14 14 14  0  8  0  2  0 12  2  1  1 14 14  2],False,True,0.640625,0.875,0.92,0.08695652173913043,0.08,23,2,2,0.96,0.08333333333333333,0.08,24,2,2,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.17391304347826086,0.16,23,4,4,0.92,0.13043478260869565,0.12,23,3,3,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25
"[0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0
 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1
 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0
 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0
 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1]",14,[ 7  2  9 11  9 14  4  9 14 14  8  7 15  4 14  9],[ 7  2  9 11  9 14  4  9 14 14  8  7 15 10 14  9],True,True,0.5,0.578125,"[np.int64(13), np.int64(2), np.int64(10), np.int64(2), np.int64(14), np.int64(11), np.int64(5), np.int64(1), np.int64(1), np.int64(5), np.int64(0), np.int64(6), np.int64(1), np.int64(12), np.int64(0), np.int64(1)]","[np.int64(11), np.int64(7), np.int64(4), np.int64(4), np.int64(9), np.int64(10), np.int64(1), np.int64(0), np.int64(6), np.int64(2), np.int64(13), np.int64(1), np.int64(9), np.int64(8), np.int64(10), np.int64(12)]",False,False,0.0,0.0,[ 7  2  8 11  9 14  4  9 14 14  8  4 15  4 14  9],[15  2  9 11  9 14  4  9 14 14  8 10 15 10 14  9],False,True,0.46875,0.515625,[ 7  2  9 11  9 14  4  9 14 14  8  7 15 10 14  9],[ 7  2  8 11  8 14  4  9 14 14  8  7 15  4 14  9],True,True,0.640625,0.875,0.92,0.2608695652173913,0.24,23,6,6,0.88,0.36363636363636365,0.32,22,8,8,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.92,0.4782608695652174,0.52,23,11,13,0.96,0.25,0.24,24,6,6,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
