As,Argmax_Model_Trees,Argmax_True_Trees,Argmax_Model_Mask,Argmax_True_Mask,Argmax_Model_Accuracy,Argmax_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Upwards_Model_Trees,Upwards_True_Trees,Upwards_Model_Mask,Upwards_True_Mask,Upwards_Model_Accuracy,Upwards_True_Accuracy,altUpwards_Model_Trees,altUpwards_True_Trees,altUpwards_Model_Mask,altUpwards_True_Mask,altUpwards_Model_Accuracy,altUpwards_True_Accuracy,Argmax_Model_Uniques,Argmax_Model_Valids_Uniques,Argmax_Model_Valids,Argmax_Model_Unique_Counts,Argmax_Model_Valid_Unique_Counts,Argmax_Model_Valid_Counts,Argmax_True_Uniques,Argmax_True_Valids_Uniques,Argmax_True_Valids,Argmax_True_Unique_Counts,Argmax_True_Valid_Unique_Counts,Argmax_True_Valid_Counts,Random_Model_Uniques,Random_Model_Valids_Uniques,Random_Model_Valids,Random_Model_Unique_Counts,Random_Model_Valid_Unique_Counts,Random_Model_Valid_Counts,Random_True_Uniques,Random_True_Valids_Uniques,Random_True_Valids,Random_True_Unique_Counts,Random_True_Valid_Unique_Counts,Random_True_Valid_Counts,Upwards_Model_Uniques,Upwards_Model_Valids_Uniques,Upwards_Model_Valids,Upwards_Model_Unique_Counts,Upwards_Model_Valid_Unique_Counts,Upwards_Model_Valid_Counts,Upwards_True_Uniques,Upwards_True_Valids_Uniques,Upwards_True_Valids,Upwards_True_Unique_Counts,Upwards_True_Valid_Unique_Counts,Upwards_True_Valid_Counts,altUpwards_Model_Uniques,altUpwards_Model_Valids_Uniques,altUpwards_Model_Valids,altUpwards_Model_Unique_Counts,altUpwards_Model_Valid_Unique_Counts,altUpwards_Model_Valid_Counts,altUpwards_True_Uniques,altUpwards_True_Valids_Uniques,altUpwards_True_Valids,altUpwards_True_Unique_Counts,altUpwards_True_Valid_Unique_Counts,altUpwards_True_Valid_Counts
[0 1 1 0 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 0 0 0 1],[0 2 0 3 2],[0 2 0 3 2],True,True,0.75,0.9375,"[np.int64(2), np.int64(3), np.int64(3), np.int64(2), np.int64(1)]","[np.int64(1), np.int64(4), np.int64(3), np.int64(3), np.int64(0)]",False,False,0.015625,0.0,[0 2 1 3 2],[0 2 0 3 2],False,True,0.8125,0.75,[0. 0. 0. 3. 2.],[0. 2. 0. 3. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.96,0.0,0.0,24,0,0,1.0,0.0,0.0,25,0,0,0.16,0.75,0.8,4,3,20,0.12,0.6666666666666666,0.8,3,2,20,0.16,0.75,0.72,4,3,18,0.16,0.75,0.84,4,3,21
[0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 0 1 0 0 0 0],[0 2 3 0 1],[0 2 3 0 1],True,True,0.75,0.9375,"[np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(1)]","[np.int64(0), np.int64(0), np.int64(3), np.int64(4), np.int64(2)]",False,False,0.015625,0.0,[0 2 3 0 1],[0 2 3 0 1],True,True,0.8125,0.75,[0. 2. 3. 0. 1.],[0. 2. 3. 0. 1.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.08,0.5,0.92,2,1,23,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.88,3,1,22,0.04,1.0,1.0,1,1,25
[1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 0],[0 0 2 4 2],[0 0 2 4 2],True,True,0.75,0.9375,"[np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2)]","[np.int64(2), np.int64(2), np.int64(0), np.int64(4), np.int64(1)]",False,False,0.015625,0.0,[0 0 2 4 2],[0 0 2 4 2],True,True,0.8125,0.75,[0. 0. 2. 4. 2.],[0. 0. 2. 4. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.08,0.5,0.88,2,1,22,0.04,1.0,1.0,1,1,25
[1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 0],[0 0 2 4 2],[0 0 2 4 2],True,True,0.75,0.9375,"[np.int64(4), np.int64(2), np.int64(4), np.int64(0), np.int64(4)]","[np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(0)]",False,False,0.015625,0.0,[0 0 3 4 2],[0 0 2 4 2],False,True,0.8125,0.75,[0. 0. 2. 4. 2.],[0. 0. 2. 4. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 2 0 0],[0 1 2 0 3],True,True,0.75,0.9375,"[np.int64(4), np.int64(2), np.int64(3), np.int64(4), np.int64(4)]","[np.int64(0), np.int64(2), np.int64(4), np.int64(1), np.int64(3)]",False,False,0.015625,0.0,[0 1 2 0 0],[0 1 2 0 0],True,True,0.8125,0.75,[0. 1. 2. 0. 3.],[0. 1. 2. 0. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,0.96,0.0,0.0,24,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 2 0 0],[0 1 2 0 3],True,True,0.75,0.9375,"[np.int64(4), np.int64(0), np.int64(4), np.int64(4), np.int64(0)]","[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]",False,False,0.015625,0.0,[0 1 2 0 3],[0 1 2 0 0],True,True,0.8125,0.75,[0. 1. 2. 0. 0.],[0. 1. 2. 0. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[1 1 1 1 1 0 1 1 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 1],[0 3 3 4 2],[0 3 1 4 2],False,False,0.75,0.9375,"[np.int64(0), np.int64(2), np.int64(0), np.int64(4), np.int64(4)]","[np.int64(4), np.int64(0), np.int64(4), np.int64(0), np.int64(3)]",False,False,0.015625,0.0,[0 3 1 0 3],[0 3 1 4 0],True,True,0.8125,0.75,[0. 0. 1. 4. 0.],[0. 3. 3. 0. 2.],True,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,0.0,0.0,1,0,0,1.0,0.0,0.0,25,0,0,1.0,0.08,0.08,25,2,2,0.84,0.5238095238095238,0.56,21,11,14,0.68,0.6470588235294118,0.64,17,11,16,0.84,0.6666666666666666,0.72,21,14,18,0.64,0.625,0.56,16,10,14
[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0 1 1],[0 0 2 4 2],[0 0 2 4 2],True,True,0.75,0.9375,"[np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(4)]","[np.int64(4), np.int64(3), np.int64(1), np.int64(2), np.int64(3)]",False,False,0.015625,0.0,[0 0 2 4 2],[0 0 2 4 2],True,True,0.8125,0.75,[0. 0. 2. 4. 2.],[0. 0. 2. 4. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 0 1 1 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1],[0 2 0 2 4],[0 2 0 2 4],True,True,0.75,0.9375,"[np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(0)]","[np.int64(3), np.int64(4), np.int64(2), np.int64(2), np.int64(1)]",False,False,0.015625,0.0,[0 2 1 2 4],[0 2 3 2 4],False,False,0.8125,0.75,[0. 2. 3. 2. 4.],[0. 2. 3. 0. 4.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.2,0.4,0.64,5,2,16,0.16,0.75,0.8,4,3,20,0.24,0.5,0.8,6,3,20,0.16,0.75,0.84,4,3,21
[0 1 0 0 0 1 1 0 1 0 1 0 1 0 1 1 0 1 0 0 0 1 0 0 1],[0 0 3 1 2],[0 0 3 1 2],True,True,0.75,0.9375,"[np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1)]","[np.int64(0), np.int64(4), np.int64(0), np.int64(2), np.int64(3)]",False,False,0.015625,0.0,[0 0 3 1 2],[0 0 3 1 2],True,True,0.8125,0.75,[0. 0. 3. 1. 2.],[0. 0. 3. 1. 2.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.96,2,1,24,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25
[0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 1],[0 1 4 4 0],[0 1 4 4 0],True,True,0.75,0.9375,"[np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1)]","[np.int64(3), np.int64(3), np.int64(1), np.int64(4), np.int64(3)]",False,False,0.015625,0.0,[0 1 4 4 0],[0 1 3 4 0],True,True,0.8125,0.75,[0. 1. 4. 4. 0.],[0. 1. 4. 4. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25,0.08,1.0,1.0,2,2,25
[1 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0],[0 2 0 1 0],[0 2 0 0 0],True,True,0.75,0.9375,"[np.int64(4), np.int64(0), np.int64(4), np.int64(2), np.int64(1)]","[np.int64(2), np.int64(4), np.int64(1), np.int64(0), np.int64(4)]",False,False,0.015625,0.0,[0 2 0 0 0],[0 2 0 1 0],True,True,0.8125,0.75,[0. 2. 3. 1. 0.],[0. 2. 3. 1. 0.],False,False,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.24,0.6666666666666666,0.72,6,4,18,0.24,0.6666666666666666,0.8,6,4,20,0.28,0.5714285714285714,0.72,7,4,18,0.24,0.6666666666666666,0.64,6,4,16
[0 1 0 1 1 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 0],[0 0 3 4 2],[0 0 3 0 2],False,True,0.75,0.9375,"[np.int64(2), np.int64(0), np.int64(1), np.int64(0), np.int64(0)]","[np.int64(2), np.int64(2), np.int64(0), np.int64(4), np.int64(2)]",False,False,0.015625,0.0,[0 0 3 4 0],[0 0 3 4 2],True,False,0.8125,0.75,[0. 0. 4. 0. 2.],[0. 0. 3. 4. 1.],False,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.04,0.04,25,1,1,0.44,0.7272727272727273,0.64,11,8,16,0.32,0.875,0.8,8,7,20,0.4,0.8,0.88,10,8,22,0.32,0.625,0.64,8,5,16
[0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1 1 1 0 1],[0 0 4 2 0],[0 0 4 1 0],True,True,0.75,0.9375,"[np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(3)]","[np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(2)]",False,False,0.015625,0.0,[0 4 4 1 0],[0 0 4 1 0],True,True,0.8125,0.75,[0. 4. 4. 2. 0.],[0. 2. 4. 1. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.44,0.45454545454545453,0.4,11,5,10,0.24,1.0,1.0,6,6,25,0.32,0.5,0.48,8,4,12,0.24,1.0,1.0,6,6,25
[0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0],[0 0 0 4 3],[0 0 0 4 2],False,True,0.75,0.9375,"[np.int64(2), np.int64(4), np.int64(0), np.int64(3), np.int64(3)]","[np.int64(0), np.int64(2), np.int64(0), np.int64(4), np.int64(3)]",False,False,0.015625,0.0,[0 0 0 2 2],[0 3 1 2 2],True,False,0.8125,0.75,[0. 4. 1. 2. 2.],[0. 0. 0. 2. 3.],False,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,0.96,0.0,0.0,24,0,0,0.72,0.5,0.56,18,9,14,0.56,0.35714285714285715,0.48,14,5,12,0.68,0.6470588235294118,0.56,17,11,14,0.64,0.5,0.48,16,8,12
[1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1],[0 2 4 0 3],[0 2 4 0 3],True,True,0.75,0.9375,"[np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1)]","[np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(2)]",False,False,0.015625,0.0,[0 1 4 0 3],[0 2 4 0 3],False,True,0.8125,0.75,[0. 1. 4. 0. 3.],[0. 2. 4. 0. 3.],False,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.08,0.5,0.64,2,1,16,0.04,1.0,1.0,1,1,25,0.12,0.3333333333333333,0.56,3,1,14,0.04,1.0,1.0,1,1,25
[1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 1 1 0 1 1],[0 3 0 1 3],[0 4 0 0 3],False,True,0.75,0.9375,"[np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(4)]","[np.int64(3), np.int64(0), np.int64(4), np.int64(4), np.int64(0)]",False,False,0.015625,0.0,[0 3 0 0 3],[0 3 0 1 0],True,False,0.8125,0.75,[0. 0. 0. 0. 0.],[0. 3. 0. 1. 0.],True,False,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.08,0.08,25,2,2,0.96,0.0,0.0,24,0,0,0.76,0.6842105263157895,0.6,19,13,15,0.64,0.75,0.8,16,12,20,0.64,0.6875,0.6,16,11,15,0.64,0.6875,0.72,16,11,18
[0 1 1 0 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0],[0 0 0 4 3],[0 0 0 4 2],False,True,0.75,0.9375,"[np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(0)]","[np.int64(4), np.int64(4), np.int64(2), np.int64(3), np.int64(1)]",False,False,0.015625,0.0,[0 2 1 4 3],[0 0 0 2 2],False,True,0.8125,0.75,[0. 2. 1. 2. 3.],[0. 0. 1. 4. 2.],False,True,0.71875,0.84375,0.04,0.0,0.0,1,0,0,0.04,1.0,1.0,1,1,25,1.0,0.04,0.04,25,1,1,1.0,0.0,0.0,25,0,0,0.6,0.6666666666666666,0.68,15,10,17,0.64,0.5625,0.6,16,9,15,0.6,0.4666666666666667,0.52,15,7,13,0.68,0.7058823529411765,0.72,17,12,18
[0 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1],[0 3 0 0 0],[0 3 4 0 0],True,True,0.75,0.9375,"[np.int64(4), np.int64(1), np.int64(3), np.int64(1), np.int64(3)]","[np.int64(4), np.int64(4), np.int64(3), np.int64(1), np.int64(0)]",False,False,0.015625,0.0,[0 3 3 0 0],[0 3 4 0 0],True,True,0.8125,0.75,[0. 3. 1. 0. 0.],[0. 3. 0. 0. 0.],True,True,0.71875,0.84375,0.04,1.0,1.0,1,1,25,0.04,1.0,1.0,1,1,25,1.0,0.0,0.0,25,0,0,1.0,0.0,0.0,25,0,0,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25,0.16,1.0,1.0,4,4,25
